RelativePath,Bytes,SHA256
app/NPUDetect.dll,287584,262729072ac5fafafd7ed22bb5a43a949af09177f4bef00aad91d535ee07a27c
app/Namotion.Reflection.dll,81272,b4c763981b721d46cb1a1eb3285922ade244e224c12f8be3291cb039517a1c92
app/Nerdbank.Streams.dll,228936,8095f4f2f8479d6263dd20cff555190184bfe2f20905babb2cde0fb26bb05578
app/Newtonsoft.Json.dll,733504,3bf917f66b73352d83d47b4e429831eb1ff5766e0046f2995a64aac7724e2fc0
app/PenImc_cor3.dll,157992,8052e85cd5a3ae9a939872b32de5b90a827456a21d8ccfc4d0c76599f1fcc217
app/PerceptiveStreaming.dll,1760608,acc6ceac030b6464f5c25bf8c4fee79bfbddc60855541c0ccf0929de7d95b4e9
app/PowerDisplay.Models.dll,69984,ef7b42b766a00e9adfeb28023c6f3275c88983d6a8348af400cf42955325dd34
app/PowerToys.ActionRunner.exe,616288,2b34182ba624e0bc5eb36168aea804c85ced8cf27ae01cf8f53bfda0778b1068
app/PowerToys.AdvancedPasteModuleInterface.dll,1017184,1d92d8930e49ed4c9648435ba2538c6726abe6e61a98bbe1632d4880fc7ec0da
app/PowerToys.AltWindowCycle.dll,702816,e17037c0d220fac00c95d9a325747b4b3216836f28b3fb2a00cf7f1f12d1e7db
app/PowerToys.AlwaysOnTop.exe,899424,1e1f00664e22f275b065b259c6f5454bd8b49fb693c04c9d515201e83a1d13c1
app/PowerToys.AlwaysOnTopModuleInterface.dll,654688,b827b10709a7d721d43d04e4f65eda8e3bae354df95beb1fd66a74b099a45951
app/PowerToys.Awake.deps.json,60538,5f903b97bcd1f16743503f7ba214b644687179b1b0c5e27030cec3db5eec96c9
app/PowerToys.Awake.dll,200544,01d4d3232bcc0c0e1ac5ebc40e857fbc01c276dc3be3dded28c7ef73d6a293c2
app/PowerToys.Awake.exe,276832,9d5f21a2ff59867e4520b0305261d47105f8ba08bb26ce5d05a9bf016a15b8da
app/PowerToys.Awake.runtimeconfig.json,867,1401ad3714099edb8aedded755dd6f5f780c5b7682c18e227ec76e8d1e6fa3bf
app/PowerToys.AwakeModuleInterface.dll,668512,473c6f0f896e7dc78b055cc2b9ce2d8381f21c5e94d6560ba5edb6705bb42fbc
app/PowerToys.BackgroundActivatorDLL.dll,66400,14f598307616d6a6e49a2416a624a61154dfd52be2bc214586a893f8e3f779c2
